nstations,ndeliveries,ndrones,seed,algorithm,completion_time,mean_schedule_energy,mean_number_swaps,drone_utilization_time,drone_utilization,mean_number_parcel_handover,execution_time,CT_reduction_perc,UT_increase_perc
20,10,12,11,LOCALSEARCH-BFSOPT,3730.3864,1.173,0.75,2901.7546,0.7779,0.5,32.66826501,-20.303306587358225,32.07560807367912
20,10,12,12,GREEDY,5738.3599,0.9381,0.9167,2325.1049,0.4052,0,4.646957989,0.0,0.0
20,10,12,12,LOCALSEARCH-LB,4866.5293,0.9905,0.75,2889.6881,0.5938,0.2,13.58027166,-15.19302754084839,24.282052822648996
20,10,12,12,LOCALSEARCH-HC,4866.5293,0.9905,0.75,2889.6881,0.5938,0.2,6.840953022,-15.19302754084839,24.282052822648996
20,10,12,12,LOCALSEARCH-BFSOPT,4866.5293,0.9933,0.75,2919.9937,0.6,0.2,35.08878446,-15.19302754084839,25.585460681795485
20,10,12,13,GREEDY,6235.82,0.992,0.6667,2860.3805,0.4587,0,4.609724435,0.0,0.0
20,10,12,13,LOCALSEARCH-LB,4886.3345,0.9969,0.75,2888.8943,0.5912,0.1,11.90843231,-21.640866798592647,0.99685339065903
20,10,12,13,LOCALSEARCH-HC,4886.3345,0.9969,0.75,2888.8943,0.5912,0.1,6.156049675,-21.640866798592647,0.99685339065903
20,10,12,13,LOCALSEARCH-BFSOPT,4886.3345,0.9988,0.75,2912.4956,0.596,0.2,14.97635395,-21.640866798592647,1.8219638960620792
20,10,12,14,GREEDY,5682.9609,0.9756,0.5833,2448.8663,0.4309,0,4.672320578,0.0,0.0
20,10,12,14,LOCALSEARCH-LB,5682.9609,0.9756,0.5833,2448.8663,0.4309,0,5.071610739,0.0,0.0
20,10,12,14,LOCALSEARCH-HC,5682.9609,0.9756,0.5833,2448.8663,0.4309,0,5.116136612,0.0,0.0
20,10,12,14,LOCALSEARCH-BFSOPT,5682.9609,0.9756,0.5833,2448.8663,0.4309,0,5.203255194,0.0,0.0
20,10,12,15,GREEDY,6943.1485,1.0073,0.75,2504.4491,0.3607,0,4.602124064,0.0,0.0
20,10,12,15,LOCALSEARCH-LB,4582.2878,1.0791,0.5,2941.449,0.6419,0.5,25.41265552,-34.00273953524111,17.448943162789785
20,10,12,15,LOCALSEARCH-HC,4582.2878,1.0791,0.5,2941.449,0.6419,0.5,9.197287741,-34.00273953524111,17.448943162789785
20,10,12,15,LOCALSEARCH-BFSOPT,4582.2878,1.1105,0.5833,2958.4112,0.6456,0.8,51.83266588,-34.00273953524111,18.12622584343999
20,10,12,16,GREEDY,7344.114,0.7661,0.4167,2621.5762,0.357,0,4.622045178,0.0,0.0
20,10,12,16,LOCALSEARCH-LB,5452.7016,0.8011,0.5,2993.2859,0.549,0.1,15.07358558,-25.754126365685494,14.17886308244635
20,10,12,16,LOCALSEARCH-HC,5552.7016,0.8258,0.5833,3045.1712,0.5484,0.2,7.496305611,-24.39249172875039,16.15802737299798
20,10,12,16,LOCALSEARCH-BFSOPT,5547.3191,0.8809,0.5,3198.9055,0.5767,0.5,19.97645742,-24.46578171308343,22.022220830353888
20,10,12,17,GREEDY,4341.4258,0.9721,0.6667,2423.7926,0.5583,0,4.617745208,0.0,0.0
20,10,12,17,LOCALSEARCH-LB,4060.2213,0.9903,0.6667,2620.9142,0.6455,0,10.89305383,-6.477238422455587,8.132775056743714
20,10,12,17,LOCALSEARCH-HC,4281.3186,0.9884,0.6667,2600.6192,0.6074,0,5.954797691,-1.3845036807953823,7.295450939160383
20,10,12,17,LOCALSEARCH-BFSOPT,4060.2213,0.9929,0.6667,2653.9483,0.6536,0.2,8.860816449,-6.477238422455587,9.495684573011724
20,10,12,18,GREEDY,4271.6421,0.8751,0.5,2346.3715,0.5493,0,4.639913513,0.0,0.0
20,10,12,18,LOCALSEARCH-LB,4271.6421,0.8751,0.5,2346.3715,0.5493,0,5.044385354,0.0,0.0
20,10,12,18,LOCALSEARCH-HC,4271.6421,0.8751,0.5,2346.3715,0.5493,0,5.010643703,0.0,0.0
20,10,12,18,LOCALSEARCH-BFSOPT,4271.6421,0.8751,0.5,2346.3715,0.5493,0,5.036350653,0.0,0.0
20,10,12,19,GREEDY,3647.1676,0.5338,0.1667,1658.8069,0.4548,0,4.544045325,0.0,0.0
20,10,12,19,LOCALSEARCH-LB,3647.1676,0.5338,0.1667,1658.8069,0.4548,0,4.724144523,0.0,0.0
20,10,12,19,LOCALSEARCH-HC,3647.1676,0.5338,0.1667,1658.8069,0.4548,0,4.777101564,0.0,0.0
20,10,12,19,LOCALSEARCH-BFSOPT,3647.1676,0.5338,0.1667,1658.8069,0.4548,0,4.78597919,0.0,0.0
20,10,12,20,GREEDY,5590.2207,0.9257,0.6667,2188.3535,0.3915,0,4.603039609,0.0,0.0
20,10,12,20,LOCALSEARCH-LB,4592.3212,0.9705,0.5833,2544.7274,0.5541,0.4,18.28444913,-17.850806856337524,16.285024334505373
20,10,12,20,LOCALSEARCH-HC,4592.3212,0.9705,0.5833,2544.7274,0.5541,0.4,7.574469821,-17.850806856337524,16.285024334505373
20,10,12,20,LOCALSEARCH-BFSOPT,4612.3212,0.9898,0.5833,2887.0478,0.6259,0.3,37.19825892,-17.4930392283081,31.92785352092336
20,10,12,21,GREEDY,7754.0114,1.5842,1.75,3438.4038,0.4434,0,4.747814247,0.0,0.0
20,10,12,21,LOCALSEARCH-LB,6554.9777,1.6903,1.3333,4565.2241,0.6965,0.5,75.49053423,-15.46339872546486,32.77161047809452
20,10,12,21,LOCALSEARCH-HC,6601.142,1.6977,1.5,4659.0803,0.7058,0.2,18.44979742,-14.868038496822438,35.501254971856405
20,10,12,21,LOCALSEARCH-BFSOPT,7203.6467,1.7162,1.3333,4865.0893,0.6754,0.7,304.3226072,-7.09780617552355,41.492668778460505
20,10,12,22,GREEDY,6439.9018,1.0592,0.75,2991.5897,0.4645,0,4.630219778,0.0,0.0
20,10,12,22,LOCALSEARCH-LB,5514.8435,1.1105,0.6667,3549.246,0.6436,0.2,18.58840692,-14.364478352759972,18.640801577836697
20,10,12,22,LOCALSEARCH-HC,5514.8435,1.1178,0.5833,3623.2786,0.657,0.2,7.589330868,-14.364478352759972,21.115492542309532
20,10,12,22,LOCALSEARCH-BFSOPT,5514.8435,1.1161,0.5833,3581.2497,0.6494,0.4,19.2710336,-14.364478352759972,19.71059066020985
20,10,12,23,GREEDY,6411.1835,0.7534,0.4167,2522.1752,0.3934,0,4.582271696,0.0,0.0
20,10,12,23,LOCALSEARCH-LB,6123.3385,0.7898,0.3333,2914.868,0.476,0.1,9.944726788,-4.489732667923173,15.569608328557026
20,10,12,23,LOCALSEARCH-HC,6123.3385,0.7898,0.3333,2914.868,0.476,0.1,5.977029783,-4.489732667923173,15.569608328557026
20,10,12,23,LOCALSEARCH-BFSOPT,6123.3385,0.7898,0.3333,2914.868,0.476,0.1,8.395174979,-4.489732667923173,15.569608328557026
20,10,12,24,GREEDY,5680.1339,0.865,0.5833,2440.389,0.4296,0,4.638620776,0.0,0.0
20,10,12,24,LOCALSEARCH-LB,4437.2605,0.865,0.5,2435.389,0.5488,0,10.65181385,-21.88105812083056,-0.20488536868507437
20,10,12,24,LOCALSEARCH-HC,4437.2605,0.865,0.5,2435.389,0.5488,0,5.750318064,-21.88105812083056,-0.20488536868507437
20,10,12,24,LOCALSEARCH-BFSOPT,4437.2605,0.8706,0.5833,2504.2002,0.5644,0,13.80446443,-21.88105812083056,2.6147962476474076
20,10,12,25,GREEDY,5874.1291,0.8901,0.5,3161.7341,0.5382,0,4.646227829,0.0,0.0
20,10,12,25,LOCALSEARCH-LB,5874.1291,0.8901,0.5,3161.7341,0.5382,0,5.065290316,0.0,0.0
20,10,12,25,LOCALSEARCH-HC,5874.1291,0.8901,0.5,3161.7341,0.5382,0,5.12697445,0.0,0.0
20,10,12,25,LOCALSEARCH-BFSOPT,5874.1291,0.8901,0.5,3161.7341,0.5382,0,5.058762744,0.0,0.0
20,10,12,26,GREEDY,5308.455,0.9276,0.5833,2576.4423,0.4853,0,4.614675962,0.0,0.0
20,10,12,26,LOCALSEARCH-LB,4472.9701,0.9867,0.3333,3211.5131,0.718,0.3,15.04173522,-15.738758263939326,24.649137300687848
20,10,12,26,LOCALSEARCH-HC,4492.9701,0.9698,0.3333,3025.0235,0.6733,0.2,6.587483474,-15.36200080814475,17.41087700663817
20,10,12,26,LOCALSEARCH-BFSOPT,4512.9701,1.0238,0.5,3232.0554,0.7162,0.3,19.60765819,-14.985243352350173,25.44644993602224
20,10,12,27,GREEDY,4940.5037,0.9421,0.6667,2186.0292,0.4425,0,4.587676346,0.0,0.0
20,10,12,27,LOCALSEARCH-LB,4653.2855,0.9535,0.5833,2304.2481,0.4952,0,7.498687101,-5.813540833903236,5.4079286772564545
20,10,12,27,LOCALSEARCH-HC,4653.2855,0.9535,0.5833,2304.2481,0.4952,0,5.197530745,-5.813540833903236,5.4079286772564545
20,10,12,27,LOCALSEARCH-BFSOPT,4653.2855,0.9535,0.5833,2307.5814,0.4959,0.1,6.552964791,-5.813540833903236,5.560410629464606
20,10,12,28,GREEDY,6882.2158,1.1963,0.9167,2752.7408,0.4,0,4.674026782,0.0,0.0
20,10,12,28,LOCALSEARCH-LB,5292.7236,1.2553,0.8333,3396.1346,0.6417,0.3,21.40250816,-23.095646027257672,23.372843531072732
20,10,12,28,LOCALSEARCH-HC,5003.2613,1.2766,0.8333,3624.1421,0.7244,0.2,9.406099744,-27.301592315660894,31.655770132807273
20,10,12,28,LOCALSEARCH-BFSOPT,5402.5583,1.3003,0.8333,3863.1272,0.7151,0.3,59.60331631,-21.49972542273377,40.337484735213714
20,10,12,29,GREEDY,5295.5675,1.0661,0.8333,2449.1805,0.4625,0,4.613056867,0.0,0.0
20,10,12,29,LOCALSEARCH-LB,4143.2969,1.1038,0.8333,2817.8414,0.6801,0.4,21.17208619,-21.759152347694553,15.052418553879546
20,10,12,29,LOCALSEARCH-HC,4143.2969,1.1038,0.8333,2817.8414,0.6801,0.4,8.520811771,-21.759152347694553,15.052418553879546
20,10,12,29,LOCALSEARCH-BFSOPT,4143.2969,1.1148,0.5833,2929.3041,0.707,0.6,33.15340863,-21.759152347694553,19.603438782890844
20,10,12,30,GREEDY,5554.043,0.7986,0.5,2438.5217,0.4391,0,4.593642074,0.0,0.0
20,10,12,30,LOCALSEARCH-LB,4202.554,0.81,0.4167,2560.4164,0.6093,0.1,11.08763954,-24.333427018840144,4.998712949735092
20,10,12,30,LOCALSEARCH-HC,4202.554,0.81,0.4167,2560.4164,0.6093,0.1,5.843134097,-24.333427018840144,4.998712949735092
20,10,12,30,LOCALSEARCH-BFSOPT,4202.554,0.81,0.4167,2560.4164,0.6093,0.1,18.09608844,-24.333427018840144,4.998712949735092
20,10,12,31,GREEDY,6733.3694,1.3014,1.0833,2833.7771,0.4209,0,4.692224061,0.0,0.0
20,10,12,31,LOCALSEARCH-LB,5444.2159,1.3151,1,2987.4035,0.5487,0.3,19.58231668,-19.145741506473705,5.421259138553985
20,10,12,31,LOCALSEARCH-HC,5444.2159,1.3151,1,2987.4035,0.5487,0.3,8.146705821,-19.145741506473705,5.421259138553985
20,10,12,31,LOCALSEARCH-BFSOPT,5444.2159,1.3151,1,2987.4035,0.5487,0.3,49.31147759,-19.145741506473705,5.421259138553985
20,10,12,32,GREEDY,4204.7647,0.7974,0.4167,1846.0497,0.439,0,4.565550937,0.0,0.0
20,10,12,32,LOCALSEARCH-LB,4184.7647,0.823,0.3333,2121.7917,0.507,0.1,4.994799828,-0.47565087292518415,14.936867626044965
20,10,12,32,LOCALSEARCH-HC,4184.7647,0.823,0.3333,2121.7917,0.507,0.1,4.991795884,-0.47565087292518415,14.936867626044965
20,10,12,32,LOCALSEARCH-BFSOPT,4184.7647,0.823,0.3333,2121.7917,0.507,0.1,4.964681815,-0.47565087292518415,14.936867626044965
20,10,12,33,GREEDY,4341.7009,0.7866,0.5,2381.2859,0.5485,0,4.662925627,0.0,0.0
20,10,12,33,LOCALSEARCH-LB,3842.7511,0.7866,0.5,2381.2859,0.6197,0,10.5275755,-11.49203529888482,0.0
20,10,12,33,LOCALSEARCH-HC,3842.7511,0.7866,0.5,2381.2859,0.6197,0,5.337789058,-11.49203529888482,0.0
20,10,12,33,LOCALSEARCH-BFSOPT,3842.7511,0.7866,0.5,2381.2859,0.6197,0,6.790306496,-11.49203529888482,0.0
20,10,12,34,GREEDY,4674.3456,0.6379,0.25,2033.7786,0.4351,0,4.562527521,0.0,0.0
20,10,12,34,LOCALSEARCH-LB,3829.4247,0.6492,0.1667,2154.4805,0.5626,0.1,7.381140856,-18.075704543540805,5.934859379482114
20,10,12,34,LOCALSEARCH-HC,3829.4247,0.6492,0.1667,2154.4805,0.5626,0.1,5.294862555,-18.075704543540805,5.934859379482114
20,10,12,34,LOCALSEARCH-BFSOPT,3829.4247,0.6379,0.25,2037.112,0.532,0.1,7.106079117,-18.075704543540805,0.1639018131078763
20,10,12,35,GREEDY,6282.6992,1.1831,1.0833,2928.6567,0.4661,0,4.726023414,0.0,0.0
20,10,12,35,LOCALSEARCH-LB,5351.4801,1.1957,1,3062.7984,0.5723,0.1,15.50669791,-14.821959007682564,4.580314927318048
20,10,12,35,LOCALSEARCH-HC,5351.4801,1.1957,1,3062.7984,0.5723,0.1,7.188087218,-14.821959007682564,4.580314927318048
20,10,12,35,LOCALSEARCH-BFSOPT,5508.6076,1.2343,0.9167,3479.2513,0.6316,0.2,28.56171326,-12.321003685804339,18.800243811437507
20,10,12,36,GREEDY,5270.3626,0.7651,0.4167,2036.9861,0.3865,0,4.565843028,0.0,0.0
20,10,12,36,LOCALSEARCH-LB,5230.3626,0.7793,0.25,2186.6575,0.4181,0.2,7.004098013,-0.758961062754961,7.34768882320796
20,10,12,36,LOCALSEARCH-HC,5230.3626,0.7793,0.25,2186.6575,0.4181,0.2,5.194404808,-0.758961062754961,7.34768882320796
20,10,12,36,LOCALSEARCH-BFSOPT,5230.3626,0.7771,0.3333,2167.7551,0.4145,0.2,6.767254075,-0.758961062754961,6.419729619166266
20,10,12,37,GREEDY,5125.2973,0.7251,0.3333,2191.3519,0.4276,0,4.547161694,0.0,0.0
20,10,12,37,LOCALSEARCH-LB,4850.1345,0.7341,0.3333,2288.8081,0.4719,0,5.127688366,-5.368718805833957,4.447309444001216
20,10,12,37,LOCALSEARCH-HC,4850.1345,0.7341,0.3333,2288.8081,0.4719,0,5.221850513,-5.368718805833957,4.447309444001216
20,10,12,37,LOCALSEARCH-BFSOPT,4850.1345,0.7341,0.3333,2288.8081,0.4719,0,5.198929815,-5.368718805833957,4.447309444001216
20,10,12,38,GREEDY,5026.7611,1.2246,0.8333,2434.4595,0.4843,0,4.644637082,0.0,0.0
20,10,12,38,LOCALSEARCH-LB,4966.7611,1.2542,0.6667,2755.1383,0.5547,0.3,12.27110134,-1.1936115285049056,13.17248448782985
20,10,12,38,LOCALSEARCH-HC,4966.7611,1.2542,0.6667,2755.1383,0.5547,0.3,6.557170538,-1.1936115285049056,13.17248448782985
20,10,12,38,LOCALSEARCH-BFSOPT,4966.7611,1.2448,0.6667,2652.8706,0.5341,0.3,10.17145378,-1.1936115285049056,8.97164647840723
20,10,12,39,GREEDY,6966.3702,0.9711,0.75,2872.8606,0.4124,0,4.679159761,0.0,0.0
20,10,12,39,LOCALSEARCH-LB,5201.0387,0.988,0.5833,3056.0297,0.5876,0.3,16.33608613,-25.340764979730768,6.375843645180698
20,10,12,39,LOCALSEARCH-HC,5201.0387,0.988,0.5833,3056.0297,0.5876,0.3,7.392948306,-25.340764979730768,6.375843645180698
20,10,12,39,LOCALSEARCH-BFSOPT,5201.0387,1.0649,0.6667,3319.8826,0.6383,0.4,27.19276415,-25.340764979730768,15.560170235896582
20,10,12,40,GREEDY,6563.6299,1.1359,0.8333,2767.546,0.4216,0,4.64248794,0.0,0.0
20,10,12,40,LOCALSEARCH-LB,5430.5382,1.1592,0.6667,3016.5459,0.5555,0.2,13.95895495,-17.263186944772738,8.997136813624788
20,10,12,40,LOCALSEARCH-HC,5430.5382,1.1592,0.6667,3016.5459,0.5555,0.2,6.914884218,-17.263186944772738,8.997136813624788
20,10,12,40,LOCALSEARCH-BFSOPT,5430.5382,1.1554,0.75,2979.8666,0.5487,0.2,22.84056201,-17.263186944772738,7.671800215786839
20,10,12,41,GREEDY,4970.9319,0.9915,0.75,2623.6712,0.5278,0,4.643344911,0.0,0.0
20,10,12,41,LOCALSEARCH-LB,4739.1033,1.0173,0.5833,2895.8976,0.6111,0.1,9.629413595,-4.663684891760433,10.375781843395602
20,10,12,41,LOCALSEARCH-HC,4739.1033,1.0173,0.5833,2895.8976,0.6111,0.1,5.958895217,-4.663684891760433,10.375781843395602
20,10,12,41,LOCALSEARCH-BFSOPT,4739.1033,1.0173,0.5833,2895.8976,0.6111,0.1,8.821055715,-4.663684891760433,10.375781843395602
20,10,12,42,GREEDY,3870.0493,0.8471,0.5,2076.2064,0.5365,0,4.575585935,0.0,0.0
20,10,12,42,LOCALSEARCH-LB,3555.1668,0.8905,0.3333,2545.8533,0.7161,0.3,15.24082291,-8.13639505832652,22.62043407630379
20,10,12,42,LOCALSEARCH-HC,3555.1668,0.8905,0.3333,2545.8533,0.7161,0.3,7.093473314,-8.13639505832652,22.62043407630379
20,10,12,42,LOCALSEARCH-BFSOPT,3586.254,0.8942,0.25,2577.4291,0.7187,0.4,19.05880968,-7.333118469576091,24.14127516416479
20,10,12,43,GREEDY,6133.2527,0.8485,0.4167,2512.9111,0.4097,0,4.60036392,0.0,0.0
20,10,12,43,LOCALSEARCH-LB,5377.5304,0.8488,0.4167,2519.5696,0.4685,0.1,8.214851022,-12.321721229585085,0.2649715702238732
20,10,12,43,LOCALSEARCH-HC,5377.5304,0.8488,0.4167,2519.5696,0.4685,0.1,5.597731624,-12.321721229585085,0.2649715702238732
20,10,12,43,LOCALSEARCH-BFSOPT,5377.5304,0.8608,0.3333,2645.0567,0.4919,0.1,7.513089502,-12.321721229585085,5.258665935297126
20,10,12,44,GREEDY,6257.7559,1.1171,0.9167,2800.9411,0.4476,0,4.612519055,0.0,0.0
20,10,12,44,LOCALSEARCH-LB,5797.3533,1.1776,0.5833,3449.6807,0.595,0.4,19.09425501,-7.357311588328339,23.16148668745658
20,10,12,44,LOCALSEARCH-HC,5797.3533,1.1776,0.5833,3449.6807,0.595,0.4,7.922427172,-7.357311588328339,23.16148668745658
20,10,12,44,LOCALSEARCH-BFSOPT,5837.3533,1.1559,0.5833,3214.9921,0.5508,0.4,21.31875752,-6.718104808146965,14.782567187864105
20,10,12,45,GREEDY,7318.8525,1.1365,0.8333,2553.5303,0.3489,0,4.609953847,0.0,0.0
20,10,12,45,LOCALSEARCH-LB,5695.7546,1.1625,0.75,2840.0553,0.4986,0.3,17.18337497,-22.176945088044878,11.220740165096144
20,10,12,45,LOCALSEARCH-HC,5695.7546,1.1625,0.75,2840.0553,0.4986,0.3,7.532766736,-22.176945088044878,11.220740165096144
20,10,12,45,LOCALSEARCH-BFSOPT,5695.7546,1.1982,0.75,3059.2244,0.5371,0.4,26.23564385,-22.176945088044878,19.803724279285042
20,10,12,46,GREEDY,5449.365,0.7612,0.4167,2619.9572,0.4808,0,4.603158582,0.0,0.0
20,10,12,46,LOCALSEARCH-LB,3962.5773,0.7758,0.4167,2777.3154,0.7009,0,15.64767835,-27.28368718190101,6.006136283447689
20,10,12,46,LOCALSEARCH-HC,3962.5773,0.7758,0.4167,2777.3154,0.7009,0,6.461527183,-27.28368718190101,6.006136283447689
20,10,12,46,LOCALSEARCH-BFSOPT,3959.9115,0.8293,0.4167,3366.9093,0.8502,0.2,46.36774404,-27.332606643159338,28.510087874717954
20,10,12,47,GREEDY,5730.584,0.8754,0.6667,2779.099,0.485,0,4.636734978,0.0,0.0
20,10,12,47,LOCALSEARCH-LB,4268.5692,0.906,0.4167,3104.3744,0.7273,0.5,19.79641193,-25.51249226954879,11.704347344229191
20,10,12,47,LOCALSEARCH-HC,4268.5692,0.906,0.4167,3104.3744,0.7273,0.5,8.010278027,-25.51249226954879,11.704347344229191
20,10,12,47,LOCALSEARCH-BFSOPT,4308.5692,0.9154,0.4167,3175.8512,0.7371,0.4,35.66563821,-24.81448313121315,14.276288825982803
20,10,12,48,GREEDY,6945.6779,0.9499,0.6667,2536.876,0.3652,0,4.620457787,0.0,0.0
20,10,12,48,LOCALSEARCH-LB,4951.8438,0.9699,0.6667,2760.8636,0.5575,0.2,11.53310631,-28.706112329222755,8.82926875416851
20,10,12,48,LOCALSEARCH-HC,4951.8438,0.9699,0.6667,2760.8636,0.5575,0.2,6.319649261,-28.706112329222755,8.82926875416851
20,10,12,48,LOCALSEARCH-BFSOPT,4951.8438,0.9666,0.6667,2725.3067,0.5504,0.2,18.12683164,-28.706112329222755,7.427666941545423
20,10,12,49,GREEDY,4920.8969,1.0679,0.8333,2392.6056,0.4862,0,4.602062423,0.0,0.0
20,10,12,49,LOCALSEARCH-LB,4089.2885,1.0882,0.6667,2609.4475,0.6381,0.2,15.58531117,-16.89952902691377,9.063002276681136
20,10,12,49,LOCALSEARCH-HC,4089.2885,1.0882,0.6667,2609.4475,0.6381,0.2,7.135464064,-16.89952902691377,9.063002276681136
20,10,12,49,LOCALSEARCH-BFSOPT,4089.2885,1.1141,0.6667,2899.5362,0.7091,0.5,26.3664189,-16.89952902691377,21.18738667166875
20,10,12,50,GREEDY,6860.0088,1.0881,0.8333,2682.6743,0.3911,0,4.694075259,0.0,0.0
20,10,12,50,LOCALSEARCH-LB,5459.8929,1.1366,0.75,3209.3975,0.5878,0.2,16.61279321,-20.409826587977552,19.634258247451058
20,10,12,50,LOCALSEARCH-HC,5479.8929,1.1004,0.75,2814.0113,0.5135,0.1,6.258730867,-20.118281772466528,4.89574899196671
20,10,12,50,LOCALSEARCH-BFSOPT,5058.8698,1.1268,0.6667,3097.9577,0.6124,0.2,22.52972933,-26.255636873235485,15.480201976065443
20,10,14,1,GREEDY,5127.8574,0.7202,0.5714,1979.137,0.386,0,5.363652893,0.0,0.0
20,10,14,1,LOCALSEARCH-LB,4890.5613,0.7646,0.5714,2169.0731,0.4435,0.1,6.325207025,-4.627587732841392,9.596915221129215
20,10,14,1,LOCALSEARCH-HC,4890.5613,0.7646,0.5714,2169.0731,0.4435,0.1,6.305824522,-4.627587732841392,9.596915221129215
20,10,14,1,LOCALSEARCH-BFSOPT,4890.5613,0.7646,0.5714,2169.0731,0.4435,0.1,6.372467739,-4.627587732841392,9.596915221129215
20,10,14,2,GREEDY,5840.683,0.882,0.5714,2419.4069,0.4142,0,5.452424934,0.0,0.0
20,10,14,2,LOCALSEARCH-LB,5400.2361,0.8936,0.4286,2540.1274,0.4704,0.1,15.22320608,-7.541017035165234,4.98967329555024
20,10,14,2,LOCALSEARCH-HC,5400.2361,0.8936,0.4286,2540.1274,0.4704,0.1,7.243382482,-7.541017035165234,4.98967329555024
20,10,14,2,LOCALSEARCH-BFSOPT,5400.2361,0.9007,0.3571,2615.1159,0.4843,0.2,10.20541057,-7.541017035165234,8.08913126601399
20,10,14,3,GREEDY,5361.2466,0.6504,0.2857,1624.6692,0.303,0,5.344084548,0.0,0.0
20,10,14,3,LOCALSEARCH-LB,4958.0538,0.6783,0.2857,1927.5189,0.3888,0,7.918033972,-7.5205046527798345,18.640699288199713
20,10,14,3,LOCALSEARCH-HC,5040.3157,0.6693,0.3571,1677.9292,0.3329,0.2,6.47931375,-5.986124570356459,3.2782058033721566
20,10,14,3,LOCALSEARCH-BFSOPT,4958.0538,0.6783,0.2857,1927.5189,0.3888,0,7.495400836,-7.5205046527798345,18.640699288199713
20,10,14,4,GREEDY,4053.3305,0.7251,0.4286,1865.9919,0.4604,0,5.384522124,0.0,0.0
20,10,14,4,LOCALSEARCH-LB,4013.3305,0.7511,0.2857,2145.6619,0.5346,0.2,9.557259557,-0.9868427950792564,14.987739228664394
20,10,14,4,LOCALSEARCH-HC,4013.3305,0.7511,0.2857,2145.6619,0.5346,0.2,6.538180295,-0.9868427950792564,14.987739228664394
20,10,14,4,LOCALSEARCH-BFSOPT,4013.3305,0.7509,0.2857,2142.8198,0.5339,0.2,9.185156091,-0.9868427950792564,14.835428814026482
20,10,14,5,GREEDY,3474.7721,0.5894,0.2857,1651.1539,0.4752,0,5.324944668,0.0,0.0
20,10,14,5,LOCALSEARCH-LB,3474.7721,0.5894,0.2857,1651.1539,0.4752,0,5.665291458,0.0,0.0
20,10,14,5,LOCALSEARCH-HC,3474.7721,0.5894,0.2857,1651.1539,0.4752,0,5.716074363,0.0,0.0
20,10,14,5,LOCALSEARCH-BFSOPT,3474.7721,0.5894,0.2857,1651.1539,0.4752,0,5.700615415,0.0,0.0
20,10,14,6,GREEDY,6043.608,1.0023,0.7857,2227.6213,0.3686,0,5.497073692,0.0,0.0
20,10,14,6,LOCALSEARCH-LB,5263.8871,1.0559,0.6429,2807.8156,0.5334,0.3,21.29097749,-12.901579652419551,26.04546383175633
20,10,14,6,LOCALSEARCH-HC,5263.8871,1.0559,0.6429,2807.8156,0.5334,0.3,9.300553453,-12.901579652419551,26.04546383175633
20,10,14,6,LOCALSEARCH-BFSOPT,5263.8871,1.0496,0.6429,2739.4956,0.5204,0.3,30.86106222,-12.901579652419551,22.978515244040825
20,10,14,7,GREEDY,4390.1415,0.6401,0.2857,1920.0206,0.4373,0,5.331617315,0.0,0.0
20,10,14,7,LOCALSEARCH-LB,4059.6869,0.6579,0.1429,2059.6959,0.5074,0.3,11.69651806,-7.52719701631484,7.274677157109673
20,10,14,7,LOCALSEARCH-HC,4059.6869,0.6579,0.1429,2059.6959,0.5074,0.3,7.173105276,-7.52719701631484,7.274677157109673
20,10,14,7,LOCALSEARCH-BFSOPT,4059.6869,0.6567,0.1429,2097.5394,0.5167,0.2,10.33106125,-7.52719701631484,9.245671634981418
20,10,14,8,GREEDY,5938.5875,0.9389,0.5714,2670.889,0.4498,0,5.439882575,0.0,0.0
20,10,14,8,LOCALSEARCH-LB,4575.1911,0.9503,0.6429,2804.3729,0.613,0.2,19.64775884,-22.958260697514344,4.997732964567217
20,10,14,8,LOCALSEARCH-HC,4575.1911,0.9503,0.6429,2804.3729,0.613,0.2,8.749890255,-22.958260697514344,4.997732964567217
20,10,14,8,LOCALSEARCH-BFSOPT,4809.3468,0.9904,0.5,3235.0022,0.6726,0.4,31.09485282,-19.015307933073302,21.12080284878929
20,10,14,9,GREEDY,5286.5256,0.699,0.5,1900.2854,0.3595,0,5.380983773,0.0,0.0
20,10,14,9,LOCALSEARCH-LB,4294.9397,0.7305,0.4286,2242.1007,0.522,0.2,12.09183836,-18.75685421820335,17.987577023956508
20,10,14,9,LOCALSEARCH-HC,4294.9397,0.737,0.4286,2313.0929,0.5386,0.2,7.630951074,-18.75685421820335,21.723447435843067
20,10,14,9,LOCALSEARCH-BFSOPT,4175.2427,0.7094,0.5714,2016.5253,0.483,0,37.24252423,-21.02104452118798,6.116970640304874
20,10,14,10,GREEDY,5449.8679,1.1298,0.9286,2315.4273,0.4249,0,5.462604581,0.0,0.0
20,10,14,10,LOCALSEARCH-LB,5191.1713,1.1682,0.7143,2729.9924,0.5259,0.4,29.30124755,-4.746841661978636,17.904474910527327
20,10,14,10,LOCALSEARCH-HC,5191.1713,1.1682,0.7143,2729.9924,0.5259,0.4,10.95992131,-4.746841661978636,17.904474910527327
20,10,14,10,LOCALSEARCH-BFSOPT,5191.1713,1.1834,0.7143,2894.5146,0.5576,0.4,48.22905427,-4.746841661978636,25.009953886265407
20,10,14,11,GREEDY,3750.3864,0.9334,0.7143,1784.4435,0.4758,0,5.393630922,0.0,0.0
