nstations,ndeliveries,ndrones,seed,algorithm,completion_time,mean_schedule_energy,mean_number_swaps,drone_utilization_time,drone_utilization,mean_number_parcel_handover,execution_time,CT_reduction_perc,UT_increase_perc
20,15,6,22,LOCALSEARCH-HC,10231.2432,3.0343,2.8333,9306.7735,0.9096,0,8.732583484,-22.03798990597704,3.5822178070190267
20,15,6,22,LOCALSEARCH-BFSOPT,10028.4455,3.0248,3,9213.33,0.9187,0,38.32587747,-23.583307129444538,2.542213452163918
20,15,6,23,GREEDY,12083.6956,2.4737,2.3333,7552.3497,0.625,0,5.165532715,0.0,0.0
20,15,6,23,LOCALSEARCH-LB,8679.199,2.6011,2.5,8207.1079,0.9456,0.1333,41.23346381,-28.17429959092977,8.669595900730089
20,15,6,23,LOCALSEARCH-HC,8730.9321,2.553,2.3333,8145.459,0.9329,0.2,12.58678429,-27.746176426357508,7.853308222737621
20,15,6,23,LOCALSEARCH-BFSOPT,8846.5827,2.5851,2.6667,8315.5993,0.94,0.1333,190.584233,-26.789096706474453,10.106121012908076
20,15,6,24,GREEDY,11192.1972,3.0446,3.5,8842.7123,0.7901,0,5.239680951,0.0,0.0
20,15,6,24,LOCALSEARCH-LB,9694.4064,3.0929,3.6667,9207.4711,0.9498,0.1333,40.9277732,-13.382455412776329,4.124965142199656
20,15,6,24,LOCALSEARCH-HC,10318.6864,3.1447,3.6667,9936.5632,0.963,0,13.36042965,-7.804640897499554,12.370083554567318
20,15,6,24,LOCALSEARCH-BFSOPT,9759.2831,3.0997,3.5,9452.4296,0.9686,0.1333,59.48998122,-12.802795326015163,6.8951389496184365
20,15,6,25,GREEDY,12649.2438,3.6203,4.1667,9887.9715,0.7817,0,5.255545399,0.0,0.0
20,15,6,25,LOCALSEARCH-LB,10899.8891,3.6576,4.3333,10142.4002,0.9305,0.1333,59.9910183,-13.829717631025497,2.573113201226363
20,15,6,25,LOCALSEARCH-HC,10998.5434,3.6758,4.3333,10348.9067,0.9409,0.2667,19.86475326,-13.049795118977782,4.661574924644554
20,15,6,25,LOCALSEARCH-BFSOPT,10899.8891,3.6669,4.1667,10200.9355,0.9359,0.2,56.71600142,-13.829717631025497,3.165098119467678
20,15,6,26,GREEDY,11118.3542,3.201,3.3333,8165.8568,0.7344,0,5.168836043,0.0,0.0
20,15,6,26,LOCALSEARCH-LB,8743.5265,3.2183,3.3333,8372.9498,0.9576,0.1333,64.09734456,-21.359525495239215,2.5360841497979827
20,15,6,26,LOCALSEARCH-HC,9543.1036,3.2601,3.5,8823.2168,0.9246,0.0667,11.73076995,-14.168019579732398,8.050104429947885
20,15,6,26,LOCALSEARCH-BFSOPT,9150.5344,3.2231,3.5,8428.6524,0.9211,0.0667,81.60558807,-17.698840715112308,3.218224448902916
20,15,6,27,GREEDY,11508.9355,4.0665,4.5,8807.897,0.7653,0,5.280445986,0.0,0.0
20,15,6,27,LOCALSEARCH-LB,10200.5914,4.0729,4.6667,8893.9981,0.8719,0.0667,48.03625079,-11.368072225272272,0.9775443559342242
20,15,6,27,LOCALSEARCH-HC,10319.7783,4.1285,4.6667,9502.7574,0.9208,0.1333,13.66742315,-10.332469062842517,7.889061372992889
20,15,6,27,LOCALSEARCH-BFSOPT,10351.3437,4.2935,5,9852.9631,0.9519,0.1333,150.8612083,-10.058200430439463,11.865103554230934
20,15,6,28,GREEDY,12454.9248,3.702,4.5,9055.1228,0.727,0,5.250222348,0.0,0.0
20,15,6,28,LOCALSEARCH-LB,10071.3211,3.8197,4,9721.0663,0.9652,0.2,55.25515801,-19.137840960709784,7.354328756314617
20,15,6,28,LOCALSEARCH-HC,10439.3221,3.835,4.3333,9417.365,0.9021,0.1333,15.787549,-16.183178400242138,4.0004117890041275
20,15,6,28,LOCALSEARCH-BFSOPT,10370.9483,3.8981,4.1667,9952.1851,0.9596,0.2,111.1921503,-16.732148394826122,9.906682877895388
20,15,6,29,GREEDY,10681.1941,2.9175,2.6667,7409.2193,0.6937,0,5.117477198,0.0,0.0
20,15,6,29,LOCALSEARCH-LB,8375.9703,2.9438,2.8333,7724.8262,0.9223,0.2,38.88432296,-21.582079479297168,4.259651215884523
20,15,6,29,LOCALSEARCH-HC,8335.1205,2.9446,2.8333,7720.3502,0.9262,0.0667,12.17452831,-21.964525483157352,4.199239992801942
20,15,6,29,LOCALSEARCH-BFSOPT,8480.6524,3.0091,2.8333,8260.9417,0.9741,0.2667,120.1888772,-20.60201958131254,11.49544055201605
20,15,6,30,GREEDY,10790.0544,2.5129,2.6667,7472.0561,0.6925,0,5.15460678,0.0,0.0
20,15,6,30,LOCALSEARCH-LB,7744.9196,2.5288,2.3333,7631.393,0.9853,0.0667,29.91044234,-28.2216816256274,2.1324371480562125
20,15,6,30,LOCALSEARCH-HC,8401.6224,2.5372,2.5,7718.5527,0.9187,0.0667,14.11559268,-22.135495442914547,3.2989125978323477
20,15,6,30,LOCALSEARCH-BFSOPT,8221.9806,2.6894,2.8333,7980.6606,0.9706,0.2,69.57242675,-23.800378615329315,6.806754301536901
20,15,6,31,GREEDY,12861.8994,3.8347,4.3333,8432.8021,0.6556,0,5.33006424,0.0,0.0
20,15,6,31,LOCALSEARCH-LB,9354.1642,3.9531,4.5,8823.5758,0.9433,0.2667,35.65095392,-27.272295412293467,4.633972140766824
20,15,6,31,LOCALSEARCH-HC,9354.1642,3.9531,4.5,8823.5758,0.9433,0.2667,14.97807672,-27.272295412293467,4.633972140766824
20,15,6,31,LOCALSEARCH-BFSOPT,9354.1642,3.9531,4.5,8823.5758,0.9433,0.2667,108.7083059,-27.272295412293467,4.633972140766824
20,15,6,32,GREEDY,9634.683,2.3506,2.5,6732.895,0.6988,0,5.105438131,0.0,0.0
20,15,6,32,LOCALSEARCH-LB,7923.0514,2.4759,2.5,7173.4037,0.9054,0.0667,27.73312448,-17.765313088142086,6.542634334858918
20,15,6,32,LOCALSEARCH-HC,8412.8446,2.3574,2.3333,6801.2347,0.8084,0.0667,7.360496806,-12.68166684882108,1.0150121158877352
20,15,6,32,LOCALSEARCH-BFSOPT,8412.8446,2.3778,2.1667,7012.3998,0.8335,0.2,11.72907463,-12.68166684882108,4.151331633717735
20,15,6,33,GREEDY,10420.1565,2.3402,2.3333,8227.6755,0.7896,0,5.173704573,0.0,0.0
20,15,6,33,LOCALSEARCH-LB,8760.681,2.3723,2.1667,8534.0797,0.9741,0.0667,48.98519639,-15.925629331958678,3.724067630037194
20,15,6,33,LOCALSEARCH-HC,9347.7819,2.3533,2.3333,8376.5972,0.8961,0.0667,10.25840752,-10.29134831132334,1.81000940058952
20,15,6,33,LOCALSEARCH-BFSOPT,8760.681,2.3723,2.1667,8534.0797,0.9741,0.0667,23.36057391,-15.925629331958678,3.724067630037194
20,15,6,34,GREEDY,11521.6454,2.3119,2.1667,8837.2086,0.767,0,5.192323019,0.0,0.0
20,15,6,34,LOCALSEARCH-LB,9684.4789,2.3898,2.3333,9291.4984,0.9594,0.0667,31.93179088,-15.945348396158758,5.140648145388358
20,15,6,34,LOCALSEARCH-HC,10013.2352,2.3705,2.3333,9495.3799,0.9483,0.1333,12.67603232,-13.091968617607344,7.447728460319473
20,15,6,34,LOCALSEARCH-BFSOPT,9781.8388,2.4062,2.5,9482.8337,0.9694,0.1333,31.88651871,-15.1003310690329,7.305758291141835
20,15,6,35,GREEDY,11657.2428,3.0781,3.3333,8814.7214,0.7562,0,5.225017289,0.0,0.0
20,15,6,35,LOCALSEARCH-LB,9513.4691,3.1044,3.5,9079.8587,0.9544,0.2667,48.71041518,-18.390057896023233,3.007892002122725
20,15,6,35,LOCALSEARCH-HC,9858.9786,3.1572,3.5,9429.1531,0.9564,0.2,14.96790826,-15.426153772828679,6.970517525375211
20,15,6,35,LOCALSEARCH-BFSOPT,9295.3678,3.1552,3.5,9179.4563,0.9875,0.2,40.5637785,-20.261008889683588,4.137792715717588
20,15,6,36,GREEDY,10202.5954,2.6295,2.5,7864.6856,0.7709,0,5.136485284,0.0,0.0
20,15,6,36,LOCALSEARCH-LB,8364.9903,2.6505,2.6667,8029.7711,0.9599,0.1333,37.6883426,-18.011153318889825,2.099073102172071
20,15,6,36,LOCALSEARCH-HC,8364.9903,2.6505,2.6667,8029.7711,0.9599,0.1333,13.37787905,-18.011153318889825,2.099073102172071
20,15,6,36,LOCALSEARCH-BFSOPT,8567.265,2.6575,2.5,8100.4265,0.9455,0.0667,18.46019574,-16.028572494406674,2.9974612081123726
20,15,6,37,GREEDY,9140.6129,2.0759,2.1667,7141.7208,0.7813,0,5.072772778,0.0,0.0
20,15,6,37,LOCALSEARCH-LB,7956.6764,2.1762,2.3333,7485.5065,0.9408,0.0667,25.80985262,-12.952484838297876,4.813765612343741
20,15,6,37,LOCALSEARCH-HC,8090.1518,2.0948,2.1667,7346.728,0.9081,0,7.575463757,-11.492239212974443,2.8705574712469857
20,15,6,37,LOCALSEARCH-BFSOPT,7956.6764,2.325,2.5,7741.4465,0.9729,0.1333,13.87019663,-12.952484838297876,8.397495740802412
20,15,6,38,GREEDY,10677.8239,3.2791,3.5,8110.5547,0.7596,0,5.244535199,0.0,0.0
20,15,6,38,LOCALSEARCH-LB,8946.5192,3.4331,3.8333,8414.9552,0.9406,0.1333,40.87892804,-16.2140218476538,3.753140336998167
20,15,6,38,LOCALSEARCH-HC,9599.7777,3.3287,3.5,8661.908,0.9023,0.1333,11.77976367,-10.096122675332742,6.79797276997589
20,15,6,38,LOCALSEARCH-BFSOPT,8946.5192,3.3009,3.5,8315.6441,0.9295,0.2667,67.52933454,-16.2140218476538,2.528672915552864
20,15,6,39,GREEDY,12955.9964,3.1129,3.1667,9754.7339,0.7529,0,5.206723365,0.0,0.0
20,15,6,39,LOCALSEARCH-LB,10099.3234,3.114,3,9761.679,0.9666,0.1333,45.40480075,-22.0490413226728,0.07119722661015716
20,15,6,39,LOCALSEARCH-HC,10099.3234,3.114,3,9761.679,0.9666,0.1333,14.27260526,-22.0490413226728,0.07119722661015716
20,15,6,39,LOCALSEARCH-BFSOPT,10301.162,3.1296,3.1667,9913.1611,0.9623,0.2667,153.5809064,-20.49116345848938,1.6241058097955916
20,15,6,40,GREEDY,12717.7785,3.2749,3.5,9101.2869,0.7156,0,5.174163143,0.0,0.0
20,15,6,40,LOCALSEARCH-LB,9820.4252,3.2963,3.5,9333.1497,0.9504,0,56.58865272,-22.7819135236551,2.5475825841728033
20,15,6,40,LOCALSEARCH-HC,9410.3958,3.288,3.3333,9240.0996,0.9819,0.0667,16.10976759,-26.005978166705766,1.5251985958161633
20,15,6,40,LOCALSEARCH-BFSOPT,10024.6142,3.3868,3.5,9566.3629,0.9543,0.2,99.06045666,-21.176373688219215,5.1100026305071315
20,15,6,41,GREEDY,9802.5572,2.6102,2.3333,7724.5579,0.788,0,5.168895226,0.0,0.0
20,15,6,41,LOCALSEARCH-LB,8699.5106,2.6479,2.6667,8132.4495,0.9348,0.0667,31.60853061,-11.252641300578178,5.280452360904692
20,15,6,41,LOCALSEARCH-HC,8955.3333,2.6201,2.3333,7838.6817,0.8753,0.0667,9.318526139,-8.642886572495584,1.4774152964793015
20,15,6,41,LOCALSEARCH-BFSOPT,8929.752,2.7109,2.5,8595.1891,0.9625,0.1333,22.21060514,-8.903852149926745,11.270951830136452
20,15,6,42,GREEDY,10858.9474,2.6155,2.6667,8098.0019,0.7457,0,5.151216846,0.0,0.0
20,15,6,42,LOCALSEARCH-LB,8830.732,2.6742,2.6667,8612.5084,0.9753,0.3333,46.48829792,-18.677826913499917,6.353499373715883
20,15,6,42,LOCALSEARCH-HC,8808.2586,2.6694,2.8333,8691.7296,0.9868,0,14.92381064,-18.884784357644097,7.331780201237052
20,15,6,42,LOCALSEARCH-BFSOPT,9165.8153,2.7858,2.8333,8664.0796,0.9453,0.2667,74.37273425,-15.59204624197737,6.990337949908345
20,15,6,43,GREEDY,11540.7741,2.4809,2.3333,7586.4184,0.6574,0,5.078507069,0.0,0.0
20,15,6,43,LOCALSEARCH-LB,8219.8565,2.5635,2.5,7953.809,0.9676,0.1333,34.90029635,-28.77551861967388,4.84274107528792
20,15,6,43,LOCALSEARCH-HC,9291.6419,2.4883,2.1667,7660.459,0.8244,0.0667,8.666557434,-19.488573127863233,0.9759625174377446
20,15,6,43,LOCALSEARCH-BFSOPT,8564.5583,2.6358,2.5,8338.546,0.9736,0.1333,35.75402652,-25.78870164350587,9.914132866702959
20,15,6,44,GREEDY,11307.5349,3.2367,3.5,8466.6517,0.7488,0,5.209616717,0.0,0.0
20,15,6,44,LOCALSEARCH-LB,9338.5791,3.268,3.5,8812.1563,0.9436,0.0667,37.78951589,-17.412776678672905,4.080770205770957
20,15,6,44,LOCALSEARCH-HC,9338.5791,3.268,3.5,8812.1563,0.9436,0.0667,11.39380791,-17.412776678672905,4.080770205770957
20,15,6,44,LOCALSEARCH-BFSOPT,9338.5791,3.2894,3.5,8932.0031,0.9565,0.0667,44.47329561,-17.412776678672905,5.496286093828562
20,15,6,45,GREEDY,12328.8386,3.5824,4,8776.8884,0.7119,0,5.266233765,0.0,0.0
20,15,6,45,LOCALSEARCH-LB,9812.9128,3.6486,3.8333,9361.4177,0.954,0.2667,89.82385791,-20.406835401349152,6.659869345040324
20,15,6,45,LOCALSEARCH-HC,10171.3891,3.8073,4,9842.9069,0.9677,0.1333,16.89447789,-17.499211158462234,12.145745182313131
20,15,6,45,LOCALSEARCH-BFSOPT,10171.3891,3.7133,4.3333,9961.548,0.9794,0.2,58.90068268,-17.499211158462234,13.497489611466415
20,15,6,46,GREEDY,9922.7178,2.1578,2,7363.0783,0.742,0,5.116777183,0.0,0.0
20,15,6,46,LOCALSEARCH-LB,7961.0827,2.1591,1.8333,7380.419,0.9271,0.1333,23.09584453,-19.76913119508448,0.2355088360258201
20,15,6,46,LOCALSEARCH-HC,7961.0827,2.1591,1.8333,7380.419,0.9271,0.1333,8.249996562,-19.76913119508448,0.2355088360258201
20,15,6,46,LOCALSEARCH-BFSOPT,7961.0827,2.1591,1.8333,7380.419,0.9271,0.1333,14.00300506,-19.76913119508448,0.2355088360258201
20,15,6,47,GREEDY,12539.7603,2.7608,2.8333,8919.149,0.7113,0,5.187162224,0.0,0.0
20,15,6,47,LOCALSEARCH-LB,9742.8277,2.8326,3.1667,9470.4148,0.972,0.1333,36.91035521,-22.30451406634942,6.180699526378594
20,15,6,47,LOCALSEARCH-HC,9788.2359,2.8098,3,9436.2998,0.964,0.1333,14.28197843,-21.94240028655093,5.798207878352534
20,15,6,47,LOCALSEARCH-BFSOPT,10351.9361,2.8176,3,9435.6075,0.9115,0.4,54.00226164,-17.44709745368896,5.790445927072198
20,15,6,48,GREEDY,12974.7414,3.3343,4,8937.0492,0.6888,0,5.239670439,0.0,0.0
20,15,6,48,LOCALSEARCH-LB,10085.7892,3.5897,4.1667,9792.0169,0.9709,0.2,48.46430806,-22.26597132795264,9.56655469682321
20,15,6,48,LOCALSEARCH-HC,10085.7892,3.5897,4.1667,9792.0169,0.9709,0.2,15.73275176,-22.26597132795264,9.56655469682321
20,15,6,48,LOCALSEARCH-BFSOPT,10065.7892,3.4337,4,9562.4231,0.95,0.3333,213.5526293,-22.42011698206179,6.997543439729531
20,15,6,49,GREEDY,10259.3613,3.1193,3.1667,7267.2529,0.7084,0,5.171859938,0.0,0.0
20,15,6,49,LOCALSEARCH-LB,9956.0811,3.1193,3.1667,7267.2529,0.7299,0,10.74245309,-2.9561313919220393,0.0
20,15,6,49,LOCALSEARCH-HC,9956.0811,3.1193,3.1667,7267.2529,0.7299,0,7.944824756,-2.9561313919220393,0.0
20,15,6,49,LOCALSEARCH-BFSOPT,9956.0811,3.1193,3.1667,7267.2529,0.7299,0,4.997845992,-2.9561313919220393,0.0
20,15,6,50,GREEDY,10881.3512,3.0785,3.6667,8384.8444,0.7706,0,5.215667625,0.0,0.0
20,15,6,50,LOCALSEARCH-LB,9013.5648,3.1514,3.6667,8629.4569,0.9574,0.2,68.06020446,-17.165022667405488,2.917317106087255
20,15,6,50,LOCALSEARCH-HC,9732.8663,3.2358,3.6667,9056.6856,0.9305,0.0667,13.39362736,-10.554616599453196,8.012566100809227
20,15,6,50,LOCALSEARCH-BFSOPT,9605.03,3.1614,3.8333,9207.6634,0.9586,0.1333,30.56755904,-11.729436689811083,9.813169580105738
20,15,8,1,GREEDY,6653.2002,1.7913,1.5,4855.6594,0.7298,0,6.747014007,0.0,0.0
20,15,8,1,LOCALSEARCH-LB,5902.3169,1.8568,1.625,5144.4355,0.8716,0.0667,25.04245412,-11.286046976310745,5.947206675987201
20,15,8,1,LOCALSEARCH-HC,5873.4603,1.8855,1.75,5079.9405,0.8649,0.2,11.67370888,-11.719772088024655,4.6189627715650765
20,15,8,1,LOCALSEARCH-BFSOPT,5902.3169,1.8568,1.625,5144.4355,0.8716,0.0667,50.16150265,-11.286046976310745,5.947206675987201
20,15,8,2,GREEDY,8798.2012,2.2472,2.375,6435.8036,0.7315,0,6.926288098,0.0,0.0
20,15,8,2,LOCALSEARCH-LB,7347.9498,2.2564,2.375,6478.4249,0.8817,0.2,42.60890688,-16.483498922484284,0.6622529624738671
20,15,8,2,LOCALSEARCH-HC,7347.9498,2.2564,2.375,6478.4249,0.8817,0.2,15.3551259,-16.483498922484284,0.6622529624738671
20,15,8,2,LOCALSEARCH-BFSOPT,7367.9498,2.2533,2.375,6477.4545,0.8791,0.0667,57.43267005,-16.25617972910189,0.647174814346411
20,15,8,3,GREEDY,8286.3592,2.125,1.875,5663.006,0.6834,0,6.81898936,0.0,0.0
20,15,8,3,LOCALSEARCH-LB,6522.5553,2.1618,1.625,6041.474,0.9262,0.1333,48.58987927,-21.28563169214292,6.6831643830149545
20,15,8,3,LOCALSEARCH-HC,7386.9363,2.2848,2,6435.1769,0.8712,0.2,16.87208999,-10.854259129872146,13.635353732628927
20,15,8,3,LOCALSEARCH-BFSOPT,6826.1819,2.2688,2,6378.9094,0.9345,0.2,79.88470589,-17.621457925695534,12.641755986131733
20,15,8,4,GREEDY,7938.4906,2.0284,1.875,5864.7379,0.7388,0,6.892457828,0.0,0.0
20,15,8,4,LOCALSEARCH-LB,6736.1766,2.0424,2,6023.8022,0.8942,0,24.57226822,-15.145372849594358,2.712214982360934
20,15,8,4,LOCALSEARCH-HC,6736.1766,2.0424,2,6023.8022,0.8942,0,10.53212136,-15.145372849594358,2.712214982360934
20,15,8,4,LOCALSEARCH-BFSOPT,6736.1766,2.0813,1.875,6322.0816,0.9385,0.1333,29.5465227,-15.145372849594358,7.798195039543035
20,15,8,5,GREEDY,6980.346,1.9145,1.875,4961.5604,0.7108,0,6.790890729,0.0,0.0
20,15,8,5,LOCALSEARCH-LB,5519.544,1.9269,1.75,5011.2763,0.9079,0.0667,24.71281381,-20.92735804213716,1.0020214608291405
20,15,8,5,LOCALSEARCH-HC,5519.544,1.9269,1.75,5011.2763,0.9079,0.0667,10.04386957,-20.92735804213716,1.0020214608291405
20,15,8,5,LOCALSEARCH-BFSOPT,5519.544,1.9269,1.75,5016.2763,0.9088,0.0667,22.47742877,-20.92735804213716,1.102796209031339
20,15,8,6,GREEDY,9111.67,2.3554,2.375,5994.829,0.6579,0,6.904806694,0.0,0.0
20,15,8,6,LOCALSEARCH-LB,7062.8983,2.4102,2.5,6600.781,0.9346,0.0667,39.83734062,-22.485139387181494,10.107911334918816
20,15,8,6,LOCALSEARCH-HC,7226.3625,2.4179,2.5,6689.9133,0.9258,0.1333,13.04601879,-20.691130166039816,11.594731059051067
20,15,8,6,LOCALSEARCH-BFSOPT,7080.6006,2.4821,2.375,6601.9973,0.9324,0.2667,80.42701036,-22.29085776811496,10.128200487453443
20,15,8,7,GREEDY,8139.4613,1.931,2,5423.3121,0.6663,0,6.850384527,0.0,0.0
20,15,8,7,LOCALSEARCH-LB,6470.3983,2.0114,1.75,5778.741,0.8931,0.2667,56.17379101,-20.5058165212973,6.55372387659563
20,15,8,7,LOCALSEARCH-HC,6575.5264,2.0153,1.875,5888.1777,0.8955,0.2,21.05032285,-19.21423104499557,8.571618070809535
20,15,8,7,LOCALSEARCH-BFSOPT,6815.601,2.0124,2,6017.9792,0.883,0.3333,136.3320217,-16.264716437683663,10.965017115647827
20,15,8,8,GREEDY,8319.6248,2.322,2.25,6080.1428,0.7308,0,6.861971755,0.0,0.0
20,15,8,8,LOCALSEARCH-LB,7314.3007,2.3361,2.25,6237.5876,0.8528,0.0667,28.46668035,-12.083767287197853,2.5894918125936157
20,15,8,8,LOCALSEARCH-HC,7314.3007,2.3361,2.25,6237.5876,0.8528,0.0667,12.68870572,-12.083767287197853,2.5894918125936157
20,15,8,8,LOCALSEARCH-BFSOPT,7334.3007,2.366,2.375,6334.1713,0.8636,0.0667,30.140785,-11.843371830902756,4.178002200869368
20,15,8,9,GREEDY,9400.2837,2.0481,2.125,5879.1697,0.6254,0,6.863605502,0.0,0.0
20,15,8,9,LOCALSEARCH-LB,6634.783,2.0563,2.25,5989.7308,0.9028,0.2,43.24774953,-29.41933231227904,1.8805563649574513
20,15,8,9,LOCALSEARCH-HC,6692.3586,2.1296,2.375,6099.582,0.9114,0.0667,15.68796104,-28.806844414706337,3.7490378956062442
20,15,8,9,LOCALSEARCH-BFSOPT,6943.8598,2.157,2.125,6640.6171,0.9563,0.0667,62.24906947,-26.13138048163376,12.951614579181138
20,15,8,10,GREEDY,9798.7111,2.8719,3.125,6802.5132,0.6942,0,7.024940293,0.0,0.0
20,15,8,10,LOCALSEARCH-LB,7414.8297,2.8869,3.125,6975.0344,0.9407,0.1333,52.79955154,-24.328520105057493,2.536139143397755
20,15,8,10,LOCALSEARCH-HC,7434.8297,2.8768,3.125,6856.5231,0.9222,0,12.77362268,-24.124411627974215,0.7939697933992985
20,15,8,10,LOCALSEARCH-BFSOPT,7414.8297,2.8869,3.125,6975.0344,0.9407,0.1333,166.2864286,-24.328520105057493,2.536139143397755
20,15,8,11,GREEDY,7194.346,2.1953,2.125,5195.719,0.7222,0,6.770602483,0.0,0.0
20,15,8,11,LOCALSEARCH-LB,6182.4686,2.1953,2,5188.219,0.8392,0,10.51612673,-14.064897629332803,-0.14434960782136216
20,15,8,11,LOCALSEARCH-HC,6182.4686,2.1953,2,5188.219,0.8392,0,9.238840452,-14.064897629332803,-0.14434960782136216
20,15,8,11,LOCALSEARCH-BFSOPT,6182.4686,2.1953,2,5188.219,0.8392,0,10.52842484,-14.064897629332803,-0.14434960782136216
20,15,8,12,GREEDY,8235.5515,2.1298,2.25,5506.6658,0.6686,0,6.906110376,0.0,0.0
20,15,8,12,LOCALSEARCH-LB,6435.5648,2.1944,2.125,5998.7017,0.9321,0.3333,66.57513757,-21.856298269763716,8.93527804066119
20,15,8,12,LOCALSEARCH-HC,6519.8435,2.1948,2.125,6109.6407,0.9371,0.2667,18.11631399,-20.832946038890046,10.94990910833921
20,15,8,12,LOCALSEARCH-BFSOPT,6312.3882,2.1818,2.125,5842.496,0.9256,0.4667,130.0579645,-23.35196738190514,6.098612339975314
20,15,8,13,GREEDY,10171.7908,2.385,2.5,6864.4944,0.6749,0,6.890885912,0.0,0.0
20,15,8,13,LOCALSEARCH-LB,7467.7861,2.4247,2.5,7172.1354,0.9604,0.2,58.75758664,-26.58336917428542,4.481626498231254
20,15,8,13,LOCALSEARCH-HC,8128.2488,2.4253,2.5,7281.3107,0.8958,0.2667,19.25165188,-20.09028734645231,6.072061184870374
20,15,8,13,LOCALSEARCH-BFSOPT,8006.3055,2.5237,2.875,7241.3228,0.9045,0.1333,101.6095576,-21.28912541142706,5.489528842794312
20,15,8,14,GREEDY,9876.365,2.61,2.625,7000.4316,0.7088,0,6.939044438,0.0,0.0
20,15,8,14,LOCALSEARCH-LB,8382.406,2.6489,2.625,7426.8021,0.886,0.0667,34.7362791,-15.126607815729766,6.090631611913757
20,15,8,14,LOCALSEARCH-HC,8382.406,2.6489,2.625,7426.8021,0.886,0.0667,13.85383705,-15.126607815729766,6.090631611913757
20,15,8,14,LOCALSEARCH-BFSOPT,8382.406,2.6491,2.625,7424.237,0.8857,0,150.455492,-15.126607815729766,6.053989585442135
20,15,8,15,GREEDY,8390.5232,1.8638,1.75,5189.9527,0.6185,0,6.772418866,0.0,0.0
20,15,8,15,LOCALSEARCH-LB,6697.2046,1.981,1.75,5855.6092,0.8743,0.4667,58.34331076,-20.1813231384665,12.825868335948421
20,15,8,15,LOCALSEARCH-HC,6703.1119,1.9322,1.625,5903.1127,0.8807,0.3333,17.1787061,-20.110918708859536,13.741165695016832
20,15,8,15,LOCALSEARCH-BFSOPT,6415.1001,2.0282,1.75,5898.528,0.9195,0.4667,224.5107161,-23.543503222778767,13.65282770303476
20,15,8,16,GREEDY,11172.7382,1.9239,1.75,6866.2123,0.6146,0,6.850465158,0.0,0.0
20,15,8,16,LOCALSEARCH-LB,7832.0287,1.9617,1.875,7230.1454,0.9232,0.0667,33.66062417,-29.900543986611986,5.300347325409676
20,15,8,16,LOCALSEARCH-HC,8085.8385,1.9608,1.75,7264.1798,0.8984,0.1333,15.91696825,-27.628855565594474,5.796026726409257
20,15,8,16,LOCALSEARCH-BFSOPT,7829.0678,1.98,2,7244.9487,0.9254,0.2667,125.2502632,-29.927045099830586,5.515943630231179
20,15,8,17,GREEDY,8600.7928,2.3756,2.125,6104.6945,0.7098,0,6.857121549,0.0,0.0
20,15,8,17,LOCALSEARCH-LB,7027.1056,2.4734,2.25,6551.6649,0.9323,0.2,35.73741466,-18.297001643848454,7.321748860651424
20,15,8,17,LOCALSEARCH-HC,7101.6876,2.446,2.25,6761.1454,0.952,0.2667,17.19124683,-17.42984902508056,10.753214595750872
20,15,8,17,LOCALSEARCH-BFSOPT,7143.049,2.4491,2.375,6514.6936,0.912,0.1333,41.80289617,-16.948946845923313,6.716128055220454
20,15,8,18,GREEDY,6749.1952,1.9105,1.625,5406.8691,0.8011,0,6.910463043,0.0,0.0
20,15,8,18,LOCALSEARCH-LB,6749.1952,1.9105,1.625,5406.8691,0.8011,0,8.012320962,0.0,0.0
20,15,8,18,LOCALSEARCH-HC,6749.1952,1.9105,1.625,5406.8691,0.8011,0,8.119292242,0.0,0.0
20,15,8,18,LOCALSEARCH-BFSOPT,6749.1952,1.9105,1.625,5406.8691,0.8011,0,7.939143081,0.0,0.0
20,15,8,19,GREEDY,8822.4629,1.3441,1,4498.5453,0.5099,0,6.743391305,0.0,0.0
20,15,8,19,LOCALSEARCH-LB,5658.3428,1.3551,1.125,4625.6454,0.8175,0,19.48732102,-35.864362773347565,2.8253600113796913
20,15,8,19,LOCALSEARCH-HC,5658.3428,1.454,1.25,4845.3749,0.8563,0.0667,10.95681951,-35.864362773347565,7.709816771212687
20,15,8,19,LOCALSEARCH-BFSOPT,5658.3428,1.3452,1.125,4518.6089,0.7986,0,52.56904696,-35.864362773347565,0.44600195534321746
20,15,8,20,GREEDY,9136.3592,2.352,2.375,6495.0351,0.7109,0,6.80644591,0.0,0.0
20,15,8,20,LOCALSEARCH-LB,7587.7545,2.4696,2.375,7010.7968,0.924,0.3333,79.81577094,-16.949910419459,7.9408608584732665
20,15,8,20,LOCALSEARCH-HC,7587.7545,2.511,2.375,7204.2437,0.9495,0.4,31.17951233,-16.949910419459,10.9192419914713
20,15,8,20,LOCALSEARCH-BFSOPT,7683.9475,2.4045,2.375,7054.6607,0.9181,0.1333,105.3729565,-15.897051201752229,8.616205938594547
20,15,8,21,GREEDY,10292.1908,3.2135,3.5,7160.0035,0.6957,0,7.056893639,0.0,0.0
20,15,8,21,LOCALSEARCH-LB,8081.5247,3.2734,3.625,7825.419,0.9683,0.1333,111.9113734,-21.479062552940626,9.293508026916468
20,15,8,21,LOCALSEARCH-HC,9064.7095,3.287,3.625,7968.6492,0.8791,0.0667,23.44725552,-11.926336421979268,11.293928836766632
