nstations,ndeliveries,ndrones,seed,algorithm,completion_time,mean_schedule_time,mean_flight_time,mean_swap_time,mean_load_unload_time,mean_waiting_time,mean_delivery_time,mean_schedule_distance,mean_schedule_energy,mean_number_swaps,drone_utilization_time,drone_utilization,total_number_parcel_handover,mean_number_parcel_handover,execution_time
20,15,6,37,GREEDY,9140.6129,7141.7208,6911.7208,130.0,100.0,0.0, 4348.6713,48382.0455,2.0759,2.1667,7141.7208,0.7813,0,0.0,5.072772778000001
20,15,6,37,LOCALSEARCH-LB,7956.6764,7485.5065,7238.8398,140.0,106.6667,-0.0, 4709.6766,50671.8786,2.1762,2.3333,7485.5065,0.9408,1,0.0667,25.80985262299987
20,15,6,37,LOCALSEARCH-HC,8090.1518,7346.728,7116.728,130.0,100.0,0.0, 4430.6741,49817.0957,2.0948,2.1667,7346.728,0.9081,0,0.0,7.575463757000023
20,15,6,37,LOCALSEARCH-BFSOPT,7956.6764,7741.4465,7478.1132,150.0,113.3333,0.0, 4812.0526,52346.7924,2.325,2.5,7741.4465,0.9729,2,0.1333,13.870196630999999
20,15,6,38,GREEDY,10677.8239,8110.5547,7800.5547,210.0,100.0,0.0, 5145.8841,54603.8827,3.2791,3.5,8110.5547,0.7596,0,0.0,5.244535199000012
20,15,6,38,LOCALSEARCH-LB,8946.5192,8414.9552,8071.6219,230.0,113.3333,0.0, 5417.0548,56501.3531,3.4331,3.8333,8414.9552,0.9406,2,0.1333,40.87892804100011
20,15,6,38,LOCALSEARCH-HC,9599.7777,8661.908,8338.5747,210.0,113.3333,0.0, 5584.3001,58370.0228,3.3287,3.5,8661.908,0.9023,2,0.1333,11.779763670000023
20,15,6,38,LOCALSEARCH-BFSOPT,8946.5192,8368.0738,7978.9775,210.0,126.6667,52.4296, 5398.3022,55852.8424,3.3009,3.5,8315.6441,0.9295,4,0.2667,67.529334543
20,15,6,39,GREEDY,12955.9964,9754.7339,9464.7339,190.0,100.0,-0.0, 6014.5947,66253.1372,3.1129,3.1667,9754.7339,0.7529,0,0.0,5.206723365000016
20,15,6,39,LOCALSEARCH-LB,10099.3234,9834.0919,9468.3457,180.0,113.3333,72.4128, 6082.081,66278.42,3.114,3.0,9761.679,0.9666,2,0.1333,45.404800745999864
20,15,6,39,LOCALSEARCH-HC,10099.3234,9834.0919,9468.3457,180.0,113.3333,72.4128, 6082.081,66278.42,3.114,3.0,9761.679,0.9666,2,0.1333,14.272605263999992
20,15,6,39,LOCALSEARCH-BFSOPT,10301.162,9913.1611,9589.8277,190.0,133.3333,-0.0, 6114.0317,67128.7942,3.1296,3.1667,9913.1611,0.9623,4,0.2667,153.58090640300043
20,15,6,40,GREEDY,12717.7785,9101.2869,8791.2869,210.0,100.0,0.0, 5751.1427,61539.0085,3.2749,3.5,9101.2869,0.7156,0,0.0,5.174163142999987
20,15,6,40,LOCALSEARCH-LB,9820.4252,9333.1497,9023.1497,210.0,100.0,-0.0, 6079.4591,63162.0482,3.2963,3.5,9333.1497,0.9504,0,0.0,56.58865271700006
20,15,6,40,LOCALSEARCH-HC,9410.3958,9240.0996,8933.433,200.0,106.6667,-0.0, 5846.1022,62534.0308,3.288,3.3333,9240.0996,0.9819,1,0.0667,16.109767594000004
20,15,6,40,LOCALSEARCH-BFSOPT,10024.6142,9803.8256,9236.3629,210.0,120.0,237.4627, 6245.1781,64654.5402,3.3868,3.5,9566.3629,0.9543,3,0.2,99.06045665900001
20,15,6,41,GREEDY,9802.5572,7724.5579,7484.5579,140.0,100.0,0.0, 5169.583,52391.905,2.6102,2.3333,7724.5579,0.788,0,0.0,5.168895226000018
20,15,6,41,LOCALSEARCH-LB,8699.5106,8132.4495,7865.7828,160.0,106.6667,0.0, 5310.6124,55060.4797,2.6479,2.6667,8132.4495,0.9348,1,0.0667,31.60853060599993
20,15,6,41,LOCALSEARCH-HC,8955.3333,7838.6817,7592.015,140.0,106.6667,-0.0, 5164.3128,53144.1053,2.6201,2.3333,7838.6817,0.8753,1,0.0667,9.318526139000028
20,15,6,41,LOCALSEARCH-BFSOPT,8929.752,8595.1891,8331.8557,150.0,113.3333,0.0, 5590.6332,58322.9902,2.7109,2.5,8595.1891,0.9625,2,0.1333,22.21060513500015
20,15,6,42,GREEDY,10858.9474,8098.0019,7838.0019,160.0,100.0,-0.0, 5024.5451,54866.0134,2.6155,2.6667,8098.0019,0.7457,0,0.0,5.151216846000011
20,15,6,42,LOCALSEARCH-LB,8830.732,8612.5084,8319.175,160.0,133.3333,-0.0, 5230.3477,58234.2252,2.6742,2.6667,8612.5084,0.9753,5,0.3333,46.488297917999944
20,15,6,42,LOCALSEARCH-HC,8808.2586,8691.7296,8421.7296,170.0,100.0,0.0, 5422.2965,58952.1072,2.6694,2.8333,8691.7296,0.9868,0,0.0,14.923810640999932
20,15,6,42,LOCALSEARCH-BFSOPT,9165.8153,8664.0796,8367.413,170.0,126.6667,0.0, 5387.4685,58571.8907,2.7858,2.8333,8664.0796,0.9453,4,0.2667,74.37273424900013
20,15,6,43,GREEDY,11540.7741,7586.4184,7346.4184,140.0,100.0,-0.0, 4458.5113,51424.9291,2.4809,2.3333,7586.4184,0.6574,0,0.0,5.078507068999983
20,15,6,43,LOCALSEARCH-LB,8219.8565,7953.809,7683.809,150.0,120.0,-0.0, 4898.7746,53786.6629,2.5635,2.5,7953.809,0.9676,2,0.1333,34.90029635000019
20,15,6,43,LOCALSEARCH-HC,9291.6419,7676.4725,7417.1256,130.0,113.3333,16.0135, 4549.9233,51919.8795,2.4883,2.1667,7660.459,0.8244,1,0.0667,8.66655743399997
20,15,6,43,LOCALSEARCH-BFSOPT,8564.5583,8338.546,8068.546,150.0,120.0,-0.0, 5043.7728,56479.8218,2.6358,2.5,8338.546,0.9736,2,0.1333,35.754026521000014
20,15,6,44,GREEDY,11307.5349,8466.6517,8156.6517,210.0,100.0,-0.0, 5202.0194,57096.5619,3.2367,3.5,8466.6517,0.7488,0,0.0,5.209616717000017
20,15,6,44,LOCALSEARCH-LB,9338.5791,8812.1563,8495.4897,210.0,106.6667,0.0, 5340.2212,59468.4276,3.268,3.5,8812.1563,0.9436,1,0.0667,37.789515889000086
20,15,6,44,LOCALSEARCH-HC,9338.5791,8812.1563,8495.4897,210.0,106.6667,0.0, 5340.2212,59468.4276,3.268,3.5,8812.1563,0.9436,1,0.0667,11.393807909999964
20,15,6,44,LOCALSEARCH-BFSOPT,9338.5791,9111.5081,8615.3364,210.0,106.6667,179.505, 5543.7409,60307.355,3.2894,3.5,8932.0031,0.9565,1,0.0667,44.4732956050002
20,15,6,45,GREEDY,12328.8386,8776.8884,8436.8884,240.0,100.0,0.0, 5777.0982,59058.2188,3.5824,4.0,8776.8884,0.7119,0,0.0,5.26623376500001
20,15,6,45,LOCALSEARCH-LB,9812.9128,9361.4177,8991.4177,230.0,140.0,0.0, 6793.1652,62939.9242,3.6486,3.8333,9361.4177,0.954,4,0.2667,89.82385791299998
20,15,6,45,LOCALSEARCH-HC,10171.3891,9973.3502,9489.5736,240.0,113.3333,130.4432, 6833.8315,66427.0152,3.8073,4.0,9842.9069,0.9677,2,0.1333,16.894477885000015
20,15,6,45,LOCALSEARCH-BFSOPT,10171.3891,9961.548,9581.548,260.0,120.0,0.0, 6793.3188,67070.8363,3.7133,4.3333,9961.548,0.9794,3,0.2,58.90068267800007
20,15,6,46,GREEDY,9922.7178,7363.0783,7143.0783,120.0,100.0,-0.0, 4650.8033,50001.5478,2.1578,2.0,7363.0783,0.742,0,0.0,5.116777182999982
20,15,6,46,LOCALSEARCH-LB,7961.0827,7384.0434,7157.0856,110.0,113.3333,3.6245, 4659.1894,50099.5995,2.1591,1.8333,7380.419,0.9271,2,0.1333,23.095844527000054
20,15,6,46,LOCALSEARCH-HC,7961.0827,7384.0434,7157.0856,110.0,113.3333,3.6245, 4659.1894,50099.5995,2.1591,1.8333,7380.419,0.9271,2,0.1333,8.249996561999978
20,15,6,46,LOCALSEARCH-BFSOPT,7961.0827,7384.0434,7157.0856,110.0,113.3333,3.6245, 4659.1894,50099.5995,2.1591,1.8333,7380.419,0.9271,2,0.1333,14.003005056999882
20,15,6,47,GREEDY,12539.7603,8919.149,8649.149,170.0,100.0,0.0, 5649.2595,60544.0429,2.7608,2.8333,8919.149,0.7113,0,0.0,5.187162223999991
20,15,6,47,LOCALSEARCH-LB,9742.8277,9470.4148,9167.0815,190.0,113.3333,0.0, 5956.1277,64169.5704,2.8326,3.1667,9470.4148,0.972,2,0.1333,36.91035521499998
20,15,6,47,LOCALSEARCH-HC,9788.2359,9462.4323,9142.9665,180.0,113.3333,26.1324, 5932.0032,64000.7654,2.8098,3.0,9436.2998,0.964,2,0.1333,14.281978429999981
20,15,6,47,LOCALSEARCH-BFSOPT,10351.9361,9725.5857,9108.9409,180.0,146.6667,289.9781, 6086.4057,63762.5862,2.8176,3.0,9435.6075,0.9115,6,0.4,54.002261637000174
20,15,6,48,GREEDY,12974.7414,8937.0492,8597.0492,240.0,100.0,0.0, 5713.4215,60179.3442,3.3343,4.0,8937.0492,0.6888,0,0.0,5.239670439000008
20,15,6,48,LOCALSEARCH-LB,10085.7892,9792.0169,9422.0169,250.0,120.0,0.0, 6172.9432,65954.1184,3.5897,4.1667,9792.0169,0.9709,3,0.2,48.4643080620001
20,15,6,48,LOCALSEARCH-HC,10085.7892,9792.0169,9422.0169,250.0,120.0,0.0, 6172.9432,65954.1184,3.5897,4.1667,9792.0169,0.9709,3,0.2,15.732751759999928
20,15,6,48,LOCALSEARCH-BFSOPT,10065.7892,9665.5113,9189.0898,240.0,133.3333,103.0882, 6004.8063,64323.6283,3.4337,4.0,9562.4231,0.95,5,0.3333,213.55262932699998
20,15,6,49,GREEDY,10259.3613,7267.2529,6977.2529,190.0,100.0,-0.0, 4545.5923,48840.7706,3.1193,3.1667,7267.2529,0.7084,0,0.0,5.171859937999983
20,15,6,49,LOCALSEARCH-LB,9956.0811,7267.2529,6977.2529,190.0,100.0,-0.0, 4545.5923,48840.7706,3.1193,3.1667,7267.2529,0.7299,0,0.0,10.742453093999984
20,15,6,49,LOCALSEARCH-HC,9956.0811,7267.2529,6977.2529,190.0,100.0,-0.0, 4545.5923,48840.7706,3.1193,3.1667,7267.2529,0.7299,0,0.0,7.944824756000003
20,15,6,49,LOCALSEARCH-BFSOPT,9956.0811,7267.2529,6977.2529,190.0,100.0,-0.0, 4545.5923,48840.7706,3.1193,3.1667,7267.2529,0.7299,0,0.0,4.997845991999839
20,15,6,50,GREEDY,10881.3512,8384.8444,8064.8444,220.0,100.0,-0.0, 5461.9643,56453.9108,3.0785,3.6667,8384.8444,0.7706,0,0.0,5.2156676249999805
20,15,6,50,LOCALSEARCH-LB,9013.5648,8629.4569,8289.4569,220.0,120.0,0.0, 5643.7642,58026.1981,3.1514,3.6667,8629.4569,0.9574,3,0.2,68.06020446299999
20,15,6,50,LOCALSEARCH-HC,9732.8663,9056.6856,8730.0189,220.0,106.6667,0.0, 5917.3543,61110.1323,3.2358,3.6667,9056.6856,0.9305,1,0.0667,13.39362736299995
20,15,6,50,LOCALSEARCH-BFSOPT,9605.03,9207.6634,8864.33,230.0,113.3333,0.0, 6154.6965,62050.3103,3.1614,3.8333,9207.6634,0.9586,2,0.1333,30.567559036999683
20,15,8,1,GREEDY,6653.2002,4855.6594,4690.6594,90.0,75.0,0.0, 3543.39,32834.6161,1.7913,1.5,4855.6594,0.7298,0,0.0,6.747014007
20,15,8,1,LOCALSEARCH-LB,5902.3169,5144.4355,4966.9355,97.5,80.0,0.0, 3697.404,34768.5488,1.8568,1.625,5144.4355,0.8716,1,0.0667,25.042454117
20,15,8,1,LOCALSEARCH-HC,5873.4603,5079.9405,4884.9405,105.0,90.0,-0.0, 3946.288,34194.5836,1.8855,1.75,5079.9405,0.8649,3,0.2,11.673708877000001
20,15,8,1,LOCALSEARCH-BFSOPT,5902.3169,5144.4355,4966.9355,97.5,80.0,0.0, 3697.404,34768.5488,1.8568,1.625,5144.4355,0.8716,1,0.0667,50.161502651
20,15,8,2,GREEDY,8798.2012,6435.8036,6218.3036,142.5,75.0,0.0, 4560.9006,43528.125,2.2472,2.375,6435.8036,0.7315,0,0.0,6.926288098000001
20,15,8,2,LOCALSEARCH-LB,7347.9498,6595.6285,6245.9249,142.5,90.0,117.2036, 4746.9705,43721.4746,2.2564,2.375,6478.4249,0.8817,3,0.2,42.60890688399999
20,15,8,2,LOCALSEARCH-HC,7347.9498,6595.6285,6245.9249,142.5,90.0,117.2036, 4746.9705,43721.4746,2.2564,2.375,6478.4249,0.8817,3,0.2,15.355125904000001
20,15,8,2,LOCALSEARCH-BFSOPT,7367.9498,6477.4545,6244.9545,142.5,90.0,0.0, 4683.9443,43714.6813,2.2533,2.375,6477.4545,0.8791,1,0.0667,57.43267004900001
20,15,8,3,GREEDY,8286.3592,5663.006,5475.506,112.5,75.0,0.0, 3856.4147,38328.542,2.125,1.875,5663.006,0.6834,0,0.0,6.81898936
20,15,8,3,LOCALSEARCH-LB,6522.5553,6055.5603,5858.974,97.5,85.0,14.0863, 4246.2105,41012.8177,2.1618,1.625,6041.474,0.9262,2,0.1333,48.58987926500001
20,15,8,3,LOCALSEARCH-HC,7386.9363,6927.9415,6225.1769,120.0,90.0,492.7646, 4593.0488,43576.238,2.2848,2.0,6435.1769,0.8712,3,0.2,16.872089993000003
20,15,8,3,LOCALSEARCH-BFSOPT,6826.1819,6436.2776,6163.9094,120.0,95.0,57.3682, 4436.198,43147.3659,2.2688,2.0,6378.9094,0.9345,3,0.2,79.884705886
20,15,8,4,GREEDY,7938.4906,5864.7379,5677.2379,112.5,75.0,0.0, 4457.7896,39740.6656,2.0284,1.875,5864.7379,0.7388,0,0.0,6.892457827999998
20,15,8,4,LOCALSEARCH-LB,6736.1766,6023.8022,5828.8022,120.0,75.0,0.0, 4542.6239,40801.6152,2.0424,2.0,6023.8022,0.8942,0,0.0,24.57226822199999
20,15,8,4,LOCALSEARCH-HC,6736.1766,6023.8022,5828.8022,120.0,75.0,0.0, 4542.6239,40801.6152,2.0424,2.0,6023.8022,0.8942,0,0.0,10.532121363999998
20,15,8,4,LOCALSEARCH-BFSOPT,6736.1766,6322.0816,6124.5816,112.5,85.0,0.0, 4701.7062,42872.0713,2.0813,1.875,6322.0816,0.9385,2,0.1333,29.546522697
20,15,8,5,GREEDY,6980.346,4961.5604,4774.0604,112.5,75.0,-0.0, 3506.4015,33418.4225,1.9145,1.875,4961.5604,0.7108,0,0.0,6.790890728999997
20,15,8,5,LOCALSEARCH-LB,5519.544,5011.2763,4826.2763,105.0,80.0,-0.0, 3532.9167,33783.9343,1.9269,1.75,5011.2763,0.9079,1,0.0667,24.712813807000003
20,15,8,5,LOCALSEARCH-HC,5519.544,5011.2763,4826.2763,105.0,80.0,-0.0, 3532.9167,33783.9343,1.9269,1.75,5011.2763,0.9079,1,0.0667,10.043869566000005
20,15,8,5,LOCALSEARCH-BFSOPT,5519.544,5016.2763,4826.2763,105.0,85.0,0.0, 3538.25,33783.9343,1.9269,1.75,5016.2763,0.9088,1,0.0667,22.47742876999999
20,15,8,6,GREEDY,9111.67,5994.829,5777.329,142.5,75.0,0.0, 4427.9798,40441.3028,2.3554,2.375,5994.829,0.6579,0,0.0,6.904806694000001
20,15,8,6,LOCALSEARCH-LB,7062.8983,6600.781,6370.781,150.0,80.0,-0.0, 4813.5786,44595.4673,2.4102,2.5,6600.781,0.9346,1,0.0667,39.83734062299999
20,15,8,6,LOCALSEARCH-HC,7226.3625,6689.9133,6454.9133,150.0,85.0,0.0, 4798.6915,45184.3934,2.4179,2.5,6689.9133,0.9258,2,0.1333,13.04601878999999
20,15,8,6,LOCALSEARCH-BFSOPT,7080.6006,6640.832,6364.4973,142.5,95.0,38.8347, 5110.0838,44551.4811,2.4821,2.375,6601.9973,0.9324,4,0.2667,80.42701035900004
20,15,8,7,GREEDY,8139.4613,5423.3121,5228.3121,120.0,75.0,0.0, 4118.0579,36598.1847,1.931,2.0,5423.3121,0.6663,0,0.0,6.850384527000003
20,15,8,7,LOCALSEARCH-LB,6470.3983,5806.1226,5578.741,105.0,95.0,27.3816, 4348.6194,39051.1872,2.0114,1.75,5778.741,0.8931,4,0.2667,56.17379101400002
20,15,8,7,LOCALSEARCH-HC,6575.5264,5888.1777,5685.6777,112.5,90.0,0.0, 4395.0487,39799.7439,2.0153,1.875,5888.1777,0.8955,3,0.2,21.050322846
20,15,8,7,LOCALSEARCH-BFSOPT,6815.601,6300.9745,5792.9792,120.0,105.0,282.9953, 4625.3562,40550.8545,2.0124,2.0,6017.9792,0.883,5,0.3333,136.332021665
20,15,8,8,GREEDY,8319.6248,6080.1428,5870.1428,135.0,75.0,0.0, 4507.3258,41090.9997,2.322,2.25,6080.1428,0.7308,0,0.0,6.861971754999999
20,15,8,8,LOCALSEARCH-LB,7314.3007,6292.5311,6022.5876,135.0,80.0,54.9435, 4810.6869,42158.1131,2.3361,2.25,6237.5876,0.8528,1,0.0667,28.466680352000026
20,15,8,8,LOCALSEARCH-HC,7314.3007,6292.5311,6022.5876,135.0,80.0,54.9435, 4810.6869,42158.1131,2.3361,2.25,6237.5876,0.8528,1,0.0667,12.688705718999998
20,15,8,8,LOCALSEARCH-BFSOPT,7334.3007,6334.1713,6111.6713,142.5,80.0,0.0, 4642.8076,42781.6989,2.366,2.375,6334.1713,0.8636,1,0.0667,30.140785002999962
20,15,8,9,GREEDY,9400.2837,5879.1697,5676.6697,127.5,75.0,-0.0, 4154.48,39736.6876,2.0481,2.125,5879.1697,0.6254,0,0.0,6.863605501999999
20,15,8,9,LOCALSEARCH-LB,6634.783,6013.092,5764.7308,135.0,90.0,23.3613, 4352.7344,40353.1153,2.0563,2.25,5989.7308,0.9028,3,0.2,43.247749530999954
20,15,8,9,LOCALSEARCH-HC,6692.3586,6099.582,5872.082,142.5,85.0,0.0, 4381.4347,41104.5741,2.1296,2.375,6099.582,0.9114,1,0.0667,15.687961037999997
20,15,8,9,LOCALSEARCH-BFSOPT,6943.8598,6640.6171,6428.1171,127.5,85.0,-0.0, 4818.9619,44996.8197,2.157,2.125,6640.6171,0.9563,1,0.0667,62.24906946700003
20,15,8,10,GREEDY,9798.7111,6802.5132,6540.0132,187.5,75.0,-0.0, 4554.7571,45780.0922,2.8719,3.125,6802.5132,0.6942,0,0.0,7.024940293000007
20,15,8,10,LOCALSEARCH-LB,7414.8297,7079.131,6702.5344,187.5,85.0,104.0965, 4760.4714,46917.7411,2.8869,3.125,6975.0344,0.9407,2,0.1333,52.799551538
20,15,8,10,LOCALSEARCH-HC,7434.8297,6856.5231,6594.0231,187.5,75.0,-0.0, 4583.5624,46158.1614,2.8768,3.125,6856.5231,0.9222,0,0.0,12.773622681999996
20,15,8,10,LOCALSEARCH-BFSOPT,7414.8297,7079.131,6702.5344,187.5,85.0,104.0965, 4760.4714,46917.7411,2.8869,3.125,6975.0344,0.9407,2,0.1333,166.28642858299997
20,15,8,11,GREEDY,7194.346,5195.719,4993.219,127.5,75.0,0.0, 3482.7314,34952.5333,2.1953,2.125,5195.719,0.7222,0,0.0,6.7706024829999905
20,15,8,11,LOCALSEARCH-LB,6182.4686,5188.219,4993.219,120.0,75.0,-0.0, 3595.1256,34952.5333,2.1953,2.0,5188.219,0.8392,0,0.0,10.516126732000032
20,15,8,11,LOCALSEARCH-HC,6182.4686,5188.219,4993.219,120.0,75.0,-0.0, 3595.1256,34952.5333,2.1953,2.0,5188.219,0.8392,0,0.0,9.238840452000005
20,15,8,11,LOCALSEARCH-BFSOPT,6182.4686,5188.219,4993.219,120.0,75.0,-0.0, 3595.1256,34952.5333,2.1953,2.0,5188.219,0.8392,0,0.0,10.528424841999936
20,15,8,12,GREEDY,8235.5515,5506.6658,5296.6658,135.0,75.0,0.0, 4107.3797,37076.6604,2.1298,2.25,5506.6658,0.6686,0,0.0,6.906110376000001
20,15,8,12,LOCALSEARCH-LB,6435.5648,6054.7375,5771.2017,127.5,100.0,56.0358, 4539.2827,40398.4118,2.1944,2.125,5998.7017,0.9321,5,0.3333,66.57513756999998
20,15,8,12,LOCALSEARCH-HC,6519.8435,6176.2114,5887.1407,127.5,95.0,66.5707, 4601.4021,41209.9851,2.1948,2.125,6109.6407,0.9371,4,0.2667,18.116313988
20,15,8,12,LOCALSEARCH-BFSOPT,6312.3882,5961.8843,5604.996,127.5,110.0,119.3884, 4393.775,39234.9717,2.1818,2.125,5842.496,0.9256,7,0.4667,130.057964481
20,15,8,13,GREEDY,10171.7908,6864.4944,6639.4944,150.0,75.0,0.0, 4958.644,46476.4606,2.385,2.5,6864.4944,0.6749,0,0.0,6.890885912000002
20,15,8,13,LOCALSEARCH-LB,7467.7861,7172.1354,6932.1354,150.0,90.0,0.0, 5166.7602,48524.9476,2.4247,2.5,7172.1354,0.9604,3,0.2,58.75758664299997
20,15,8,13,LOCALSEARCH-HC,8128.2488,7344.9667,7036.3107,150.0,95.0,63.6561, 5323.6458,49254.1746,2.4253,2.5,7281.3107,0.8958,4,0.2667,19.251651882000004
20,15,8,13,LOCALSEARCH-BFSOPT,8006.3055,7344.4005,6983.8228,172.5,85.0,103.0778, 5214.594,48886.7593,2.5237,2.875,7241.3228,0.9045,2,0.1333,101.60955761299999
20,15,8,14,GREEDY,9876.365,7000.4316,6767.9316,157.5,75.0,0.0, 5129.5071,47375.5214,2.61,2.625,7000.4316,0.7088,0,0.0,6.9390444380000105
20,15,8,14,LOCALSEARCH-LB,8382.406,7426.8021,7189.3021,157.5,80.0,0.0, 5359.5714,50325.115,2.6489,2.625,7426.8021,0.886,1,0.0667,34.736279102000026
20,15,8,14,LOCALSEARCH-HC,8382.406,7426.8021,7189.3021,157.5,80.0,0.0, 5359.5714,50325.115,2.6489,2.625,7426.8021,0.886,1,0.0667,13.853837051
20,15,8,14,LOCALSEARCH-BFSOPT,8382.406,7424.237,7191.737,157.5,75.0,-0.0, 5356.8352,50342.1587,2.6491,2.625,7424.237,0.8857,0,0.0,150.45549198700007
20,15,8,15,GREEDY,8390.5232,5189.9527,5009.9527,105.0,75.0,0.0, 3581.6844,35069.669,1.8638,1.75,5189.9527,0.6185,0,0.0,6.7724188660000095
20,15,8,15,LOCALSEARCH-LB,6697.2046,6193.9908,5640.6092,105.0,110.0,338.3816, 4363.7079,39484.2647,1.981,1.75,5855.6092,0.8743,7,0.4667,58.3433107620001
20,15,8,15,LOCALSEARCH-HC,6703.1119,5967.3811,5705.6127,97.5,100.0,64.2684, 4242.8494,39939.2889,1.9322,1.625,5903.1127,0.8807,5,0.3333,17.1787061
20,15,8,15,LOCALSEARCH-BFSOPT,6415.1001,6074.124,5678.528,105.0,115.0,175.5961, 4205.8767,39749.6957,2.0282,1.75,5898.528,0.9195,7,0.4667,224.51071612300007
20,15,8,16,GREEDY,11172.7382,6866.2123,6686.2123,105.0,75.0,0.0, 4862.7979,46803.4862,1.9239,1.75,6866.2123,0.6146,0,0.0,6.850465157999992
20,15,8,16,LOCALSEARCH-LB,7832.0287,7230.1454,7037.6454,112.5,80.0,0.0, 5056.8955,49263.518,1.9617,1.875,7230.1454,0.9232,1,0.0667,33.66062417399996
20,15,8,16,LOCALSEARCH-HC,8085.8385,7264.1798,7074.1798,105.0,85.0,0.0, 5071.0472,49519.2584,1.9608,1.75,7264.1798,0.8984,2,0.1333,15.91696824799999
20,15,8,16,LOCALSEARCH-BFSOPT,7829.0678,7244.9487,7029.9487,120.0,95.0,0.0, 5245.0395,49209.6412,1.98,2.0,7244.9487,0.9254,4,0.2667,125.25026322099984
20,15,8,17,GREEDY,8600.7928,6104.6945,5902.1945,127.5,75.0,-0.0, 4305.4086,41315.3613,2.3756,2.125,6104.6945,0.7098,0,0.0,6.857121548999999
20,15,8,17,LOCALSEARCH-LB,7027.1056,6551.6649,6326.6649,135.0,90.0,0.0, 4596.1851,44286.654,2.4734,2.25,6551.6649,0.9323,3,0.2,35.737414656000055
20,15,8,17,LOCALSEARCH-HC,7101.6876,6761.1454,6531.1454,135.0,95.0,0.0, 4655.5158,45718.0178,2.446,2.25,6761.1454,0.952,4,0.2667,17.191246825000007
20,15,8,17,LOCALSEARCH-BFSOPT,7143.049,6514.6936,6287.1936,142.5,85.0,-0.0, 4524.0748,44010.3555,2.4491,2.375,6514.6936,0.912,2,0.1333,41.80289616999994
20,15,8,18,GREEDY,6749.1952,5406.8691,5234.3691,97.5,75.0,-0.0, 3928.931,36640.5835,1.9105,1.625,5406.8691,0.8011,0,0.0,6.910463043000007
20,15,8,18,LOCALSEARCH-LB,6749.1952,5406.8691,5234.3691,97.5,75.0,-0.0, 3928.931,36640.5835,1.9105,1.625,5406.8691,0.8011,0,0.0,8.01232096199999
20,15,8,18,LOCALSEARCH-HC,6749.1952,5406.8691,5234.3691,97.5,75.0,-0.0, 3928.931,36640.5835,1.9105,1.625,5406.8691,0.8011,0,0.0,8.119292242
20,15,8,18,LOCALSEARCH-BFSOPT,6749.1952,5406.8691,5234.3691,97.5,75.0,-0.0, 3928.931,36640.5835,1.9105,1.625,5406.8691,0.8011,0,0.0,7.939143080999884
20,15,8,19,GREEDY,8822.4629,4498.5453,4363.5453,60.0,75.0,0.0, 3042.9057,30544.8171,1.3441,1.0,4498.5453,0.5099,0,0.0,6.743391304999989
20,15,8,19,LOCALSEARCH-LB,5658.3428,4625.6454,4483.1454,67.5,75.0,0.0, 3326.3966,31382.0179,1.3551,1.125,4625.6454,0.8175,0,0.0,19.48732101799999
20,15,8,19,LOCALSEARCH-HC,5658.3428,4845.3749,4690.3749,75.0,80.0,0.0, 3432.9923,32832.6242,1.454,1.25,4845.3749,0.8563,1,0.0667,10.956819510000003
20,15,8,19,LOCALSEARCH-BFSOPT,5658.3428,4518.6089,4376.1089,67.5,75.0,0.0, 3275.2483,30632.7623,1.3452,1.125,4518.6089,0.7986,0,0.0,52.56904696300012
20,15,8,20,GREEDY,9136.3592,6495.0351,6277.5351,142.5,75.0,0.0, 4330.6494,43942.7458,2.352,2.375,6495.0351,0.7109,0,0.0,6.806445910000008
20,15,8,20,LOCALSEARCH-LB,7587.7545,7187.8301,6768.2968,142.5,100.0,177.0333, 5264.846,47378.0775,2.4696,2.375,7010.7968,0.924,5,0.3333,79.81577094399995
20,15,8,20,LOCALSEARCH-HC,7587.7545,7204.2437,6951.7437,142.5,110.0,-0.0, 5225.4444,48662.2061,2.511,2.375,7204.2437,0.9495,6,0.4,31.179512328000044
20,15,8,20,LOCALSEARCH-BFSOPT,7683.9475,7054.6607,6822.1607,142.5,90.0,0.0, 4841.1845,47755.1246,2.4045,2.375,7054.6607,0.9181,2,0.1333,105.37295646500002
20,15,8,21,GREEDY,10292.1908,7160.0035,6875.0035,210.0,75.0,0.0, 5135.1783,48125.0247,3.2135,3.5,7160.0035,0.6957,0,0.0,7.056893638999981
20,15,8,21,LOCALSEARCH-LB,8081.5247,7825.419,7522.919,217.5,85.0,0.0, 5958.6566,52660.4328,3.2734,3.625,7825.419,0.9683,2,0.1333,111.91137339199997
20,15,8,21,LOCALSEARCH-HC,9064.7095,7973.6492,7671.1492,217.5,80.0,5.0, 6001.0214,53698.0446,3.287,3.625,7968.6492,0.8791,1,0.0667,23.44725551600004
20,15,8,21,LOCALSEARCH-BFSOPT,8558.2594,8225.8332,7925.8332,225.0,75.0,0.0, 5806.7323,55480.8321,3.3105,3.75,8225.8332,0.9612,0,0.0,661.2900152529999
20,15,8,22,GREEDY,10528.2766,6955.9588,6768.4588,112.5,75.0,0.0, 4776.9575,47379.2117,2.2749,1.875,6955.9588,0.6607,0,0.0,6.830846001999987
20,15,8,22,LOCALSEARCH-LB,8033.7886,7436.8349,7226.8349,135.0,75.0,-0.0, 5109.9697,50587.8446,2.3172,2.25,7436.8349,0.9257,0,0.0,42.745927678000044
